id;UniversidadCompleto;Universidad;Universidad_Siglas;Facultad;Carrera;Country;Type;Genero;Edad;Q11;Q12;Q13;Q21;Q22;Q23;Q31;Q32;Q33;Q41;Q42;Q43;Q51;Q52;Q53;Q61;Q62;Q63;Q71;Q72;Q73;Q81;Q82;Q83
353;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios ;Mexico;Private;Hombre;18;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3
354;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LAF ;Mexico;Private;Hombre;20;4;4;4;3;3;3;4;4;4;2;4;3;4;4;4;2;2;1;2;2;3;2;3;3
355;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;MC;Mexico;Private;Mujer;22;4;1;3;4;4;4;4;3;4;2;4;3;4;4;4;4;4;4;3;4;4;3;3;3
356;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Emprendimiento Científico;Mexico;Private;Mujer;22;3;4;4;3;3;4;3;4;4;2;2;2;4;4;3;2;2;1;2;4;4;4;4;3
357;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Queretaro;IMT;Mexico;Private;Hombre;19;3;3;3;2;3;2;2;2;3;3;3;2;4;4;3;3;2;1;1;2;1;1;4;4
358;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ideatón CxT FJ24;Mexico;Private;Mujer;19;3;2;1;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;3;2;2;3;2
359;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;MÉDICO CIRUJANO;Mexico;Private;Mujer;22;2;3;3;3;3;3;3;4;3;3;3;3;3;2;3;1;1;1;3;3;3;2;2;2
360;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Mujer;19;4;2;4;4;4;3;4;4;4;1;3;4;4;4;3;3;2;2;2;3;3;3;3;3
361;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Bachelor in Global Business;Mexico;Private;Hombre;18;4;1;4;1;4;4;4;4;4;3;4;4;3;2;4;2;1;2;4;4;4;1;1;1
362;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LNB;Mexico;Private;Mujer;20;4;1;2;4;4;2;3;1;1;1;3;1;4;4;4;2;2;2;1;1;4;4;4;4
363;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Validación de plataformas de innovación educativa;Mexico;Private;Mujer;18;3;2;3;3;3;3;3;3;2;4;2;3;3;3;4;2;1;1;2;3;3;2;3;3
364;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa de becarios;Mexico;Private;Hombre;22;3;3;3;4;4;4;3;2;2;1;1;1;4;4;4;3;4;3;2;4;4;3;3;3
365;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería en Transformación Digital de Negocios;Mexico;Private;Mujer;20;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
366;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería y Ciencias;Mexico;Private;Hombre;21;3;3;4;4;4;2;4;4;3;2;3;3;4;4;4;3;2;2;4;4;3;3;3;4
367;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BIE;Mexico;Private;Mujer;21;3;1;1;4;4;4;2;1;1;3;4;4;4;4;4;2;2;3;2;4;4;4;4;4
368;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LDI;Mexico;Private;Mujer;22;3;2;2;3;4;3;2;2;2;2;3;2;3;3;2;2;2;2;2;3;2;2;3;3
369;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IDS;Mexico;Private;Hombre;19;4;3;4;4;3;2;3;3;4;4;2;3;3;4;2;2;4;3;3;4;4;4;3;3
370;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Animación y Arte Digital;Mexico;Private;Mujer;18;2;3;3;2;1;1;3;4;2;2;4;3;3;3;3;1;1;1;2;2;3;2;1;2
371;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Plataformas educativas abiertas e innovadoras;Mexico;Private;Hombre;19;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;3;4;3;4;3
372;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería mecatrónica;Mexico;Private;Hombre;19;2;2;3;3;3;2;3;1;2;1;1;1;4;3;3;2;1;1;2;3;3;2;3;2
373;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa becarios Marzo-Junio;Mexico;Private;Hombre;19;4;3;4;3;4;4;2;4;4;3;4;4;4;3;4;2;2;2;3;2;4;4;4;4
374;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Pruebas de plataformas digitales en innovación educativa para pensamiento complejo y computacional;Mexico;Private;Mujer;18;3;2;2;4;4;4;4;2;2;1;1;3;4;4;4;3;3;3;2;3;3;3;4;4
375;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;medicina;Mexico;Private;Mujer;21;3;3;3;4;4;2;4;3;4;1;2;1;4;4;4;2;1;1;2;4;4;3;2;3
376;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Research for Challenge;Mexico;Private;Hombre;19;4;3;2;4;4;3;4;4;4;3;4;4;4;4;4;4;3;3;2;4;4;4;4;4
377;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;MC;Mexico;Private;Mujer;22;4;3;4;3;3;1;1;3;2;2;1;2;3;2;1;1;1;1;1;1;1;1;1;1
378;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería Mecatrónica;Mexico;Private;Hombre;19;4;1;4;3;3;3;3;3;3;2;3;3;3;3;4;2;1;1;3;2;4;3;3;3
379;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;N/A;Mexico;Private;Hombre;23;3;2;3;3;4;3;2;2;2;1;2;2;3;3;2;2;2;1;1;3;3;2;2;2
380;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Emprendimiento Científico;Mexico;Private;Hombre;21;1;1;2;2;3;3;3;3;3;2;4;3;2;1;3;1;2;3;4;3;2;1;2;3
381;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería industrial y de sistemas;Mexico;Private;Hombre;20;3;2;2;4;4;3;4;2;1;4;4;4;3;4;3;3;4;4;3;4;4;2;3;3
382;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Estado de México;Ingeniería Mecánica;Mexico;Private;Hombre;18;3;2;3;4;4;3;3;4;3;1;4;3;3;3;3;2;2;1;2;3;3;3;3;3
383;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Licenciatura en Innovación Educativa;Mexico;Private;Mujer;19;2;4;3;1;2;2;3;3;3;3;4;4;3;3;2;1;1;1;3;3;3;1;1;2
384;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Medicina;Mexico;Private;Mujer;22;4;1;4;4;4;2;2;1;2;1;1;2;4;4;4;2;1;2;1;4;4;4;4;4
385;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Testeo de plataformas educativas abiertas;Mexico;Private;Mujer;19;3;3;3;2;3;2;4;3;3;4;4;4;3;3;3;1;2;2;2;3;3;2;3;2
386;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IC;Mexico;Private;Hombre;19;2;1;1;3;3;1;3;2;2;4;4;4;4;4;4;2;1;1;3;4;3;2;4;3
387;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería y Ciencias ;Mexico;Private;Mujer;20;4;3;3;4;4;4;3;4;3;4;4;4;4;3;2;4;3;3;3;3;3;2;3;2
388;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Licenciatura en Inteligencia de Negocios;Mexico;Private;Mujer;22;4;1;2;3;4;4;4;4;4;3;4;4;4;2;4;2;4;4;4;4;4;1;1;2
389;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IIT;Mexico;Private;Hombre;18;4;4;4;4;4;2;3;2;2;2;3;4;4;4;4;2;2;2;1;2;2;2;4;4
390;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa de Becarios: Research for Challenge ;Mexico;Private;Mujer;22;4;3;3;3;3;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;4;4;4
391;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Aceptación de la IA en la educación superior desde la complejidad;Mexico;Private;Mujer;19;3;4;3;2;3;4;1;3;2;1;2;2;3;4;2;3;3;4;1;3;4;2;3;3
392;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería;Mexico;Private;Mujer;18;1;1;1;3;4;4;3;4;4;2;4;4;4;4;4;4;4;4;4;3;4;3;2;2
393;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LIC. EN DERECHO;Mexico;Private;Mujer;20;3;2;2;4;3;2;3;2;2;1;3;2;4;4;4;2;2;3;2;4;3;2;4;4
394;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Ideatón CxT;Mexico;Private;Hombre;18;2;2;3;3;3;3;3;2;3;3;3;3;3;2;3;2;3;3;2;3;3;3;3;3
395;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;CSF;Programa de becarios Research;Mexico;Private;Mujer;19;3;3;3;3;3;3;4;1;2;2;3;2;3;3;3;3;2;4;4;4;4;3;3;3
396;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;20;3;2;3;3;4;4;2;3;2;3;3;4;4;4;4;3;3;4;3;3;2;2;4;3
397;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa Becarios Research for Challenge;Mexico;Private;Mujer;19;4;4;4;4;3;3;3;3;3;1;2;3;2;3;3;2;1;2;2;3;2;2;3;2
398;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingenieria en tecnologias computacionales;Mexico;Private;Mujer;20;4;2;3;4;4;4;3;4;3;4;3;3;4;4;4;4;3;4;4;4;4;3;3;3
399;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Tec 21;Mexico;Private;Hombre;18;3;3;2;3;4;2;4;3;2;2;1;1;3;3;3;2;1;1;2;2;2;2;1;2
400;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BGB;Mexico;Private;Hombre;20;4;3;3;3;3;2;2;1;2;2;2;2;4;2;3;2;2;2;2;2;1;2;2;2
401;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LAF;Mexico;Private;Mujer;21;4;4;3;3;4;2;3;3;4;4;2;3;4;3;4;4;4;4;3;3;4;3;4;4
402;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Hombre;19;1;3;4;4;3;4;3;2;3;3;4;4;2;3;3;2;1;2;1;2;3;3;4;3
403;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;LEM;Mexico;Private;Hombre;20;4;2;4;3;3;3;2;3;3;2;3;3;3;3;3;2;3;3;3;3;3;2;3;2
404;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería Robótica;Mexico;Private;Hombre;18;4;2;4;3;4;3;4;2;3;1;2;4;4;4;4;4;3;4;3;4;3;4;4;4
405;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Escuela de Ingeniería/ IIS;Mexico;Private;Hombre;22;4;1;3;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;2;4;4
406;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio Becario;Mexico;Private;Mujer;20;4;2;3;2;3;3;2;3;2;2;2;3;3;2;3;2;3;3;3;3;3;1;2;2
407;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IIT;Mexico;Private;Hombre;20;3;1;2;4;3;4;3;3;3;1;2;2;4;4;4;2;2;2;2;3;4;4;3;4
408;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Guadalajara;Negocios;Mexico;Private;Mujer;19;3;2;2;3;4;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3
409;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Licenciatura en Finanzas;Mexico;Private;Hombre;18;3;1;3;4;3;2;3;3;2;2;3;3;2;3;3;2;1;1;3;4;4;2;2;2
410;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Puebla;LAF / Administración Financiera;Mexico;Private;Hombre;23;4;3;4;4;4;4;3;2;2;2;3;2;4;4;3;3;3;3;3;2;2;2;3;3
411;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio Becario;Mexico;Private;Mujer;19;3;4;3;3;3;3;3;2;1;3;3;3;4;3;4;2;2;2;3;4;3;3;4;4
412;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IRS;Mexico;Private;Hombre;20;1;3;2;4;4;3;3;4;4;2;3;4;4;4;4;3;2;3;4;3;3;3;4;4
413;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Medico Cirujano;Mexico;Private;Mujer;21;2;4;3;4;3;3;4;4;4;1;2;4;4;2;3;2;2;2;3;3;3;3;2;2
414;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Medicina ;Mexico;Private;Mujer;22;4;3;4;2;3;3;3;3;3;1;4;3;4;4;4;3;3;3;4;3;3;2;4;4
415;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IIS;Mexico;Private;Hombre;20;3;2;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;2;3;2;3;3;3
416;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio Becario;Mexico;Private;Mujer;19;3;3;4;3;3;4;3;4;3;3;4;3;4;3;3;4;3;4;4;4;3;3;4;3
417;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Computer Science;Mexico;Private;Hombre;19;4;3;3;4;3;4;3;3;4;4;3;3;4;4;3;3;4;3;4;4;3;4;3;4
418;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IMT;Mexico;Private;Hombre;20;3;4;4;4;4;4;4;4;4;2;3;3;4;4;4;3;2;3;4;4;4;4;4;4
419;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;programa becario;Mexico;Private;Hombre;20;3;3;3;3;4;3;4;3;3;3;4;3;3;3;4;4;4;4;4;4;4;3;3;3
420;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México;Plataformas educativas abiertas e innovadoras;Mexico;Private;Hombre;20;2;2;3;3;3;3;2;1;1;2;3;3;4;3;3;2;2;1;2;4;4;3;3;3
421;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;ITC;Mexico;Private;Hombre;21;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
422;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario ;Mexico;Private;Hombre;18;1;2;3;2;2;2;2;3;3;2;2;3;2;3;2;1;1;1;2;2;2;2;2;2
423;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Inteligencia de negocios;Mexico;Private;Hombre;20;3;4;4;3;4;4;4;3;3;4;4;4;3;3;4;4;3;4;3;4;4;3;4;3
424;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa Becarios;Mexico;Private;Hombre;20;4;4;1;4;4;4;4;4;4;2;4;4;4;3;3;4;3;4;4;4;4;1;4;4
425;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Research for challenges;Mexico;Private;Hombre;19;4;3;3;2;4;4;4;4;4;3;3;3;3;4;4;4;4;3;4;4;4;3;3;3
426;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Programa Becario, Revisión;Mexico;Private;Hombre;21;4;3;4;4;4;4;2;4;4;3;3;4;3;3;4;4;3;3;2;3;3;4;3;3
427;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;Campus Guadalajara;cientifico ;Mexico;Private;Hombre;18;4;3;4;3;3;4;4;3;3;3;4;4;3;4;2;4;3;3;2;4;4;3;2;3
428;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Licenciatura en Mercadotecnia;Mexico;Private;Mujer;19;4;2;2;3;4;2;2;3;3;2;2;2;4;3;2;2;3;2;2;3;3;2;4;3
429;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio Becario;Mexico;Private;Hombre;19;3;3;2;4;4;3;3;1;1;3;3;4;4;3;2;3;1;1;1;3;1;1;2;3
430;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;BGB;Mexico;Private;Hombre;19;2;2;2;4;3;4;4;4;4;3;2;4;4;4;4;4;4;1;4;3;3;3;4;4
431;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Médico Cirujano;Mexico;Private;Hombre;22;2;2;1;4;4;3;4;2;2;3;4;4;4;2;4;4;2;3;3;3;4;3;4;4
432;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México;Ingenieria Industrial y de Sistemas;Mexico;Private;Mujer;19;4;4;3;4;4;3;4;3;4;2;3;3;4;4;3;4;4;4;4;3;4;3;3;4
433;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Pruebas de plataformas digitales en innovación educativa para pensamiento complejo y computacional;Mexico;Private;Mujer;20;2;4;4;1;1;1;1;1;1;2;2;3;2;2;2;1;1;1;2;2;2;1;1;1
434;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería en Mecatrónica;Mexico;Private;Hombre;19;1;2;2;4;4;2;4;2;2;3;4;4;4;4;4;2;2;3;1;2;2;3;3;4
435;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería civil;Mexico;Private;Hombre;19;4;3;3;4;4;3;4;4;3;3;4;3;4;4;4;3;4;3;4;4;4;3;4;3
436;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Research for challenge ;Mexico;Private;Hombre;18;3;2;3;2;3;4;3;2;3;3;4;3;3;3;4;3;2;3;4;2;3;2;3;3
437;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Programa de becarios;Mexico;Private;Mujer;20;2;2;2;3;3;4;1;2;2;2;3;4;4;3;4;3;2;3;2;3;4;2;3;4
438;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;negocios;Mexico;Private;Hombre;19;1;1;4;3;2;2;2;1;3;2;1;4;3;3;2;2;1;1;2;2;3;1;1;2
439;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios;Mexico;Private;Hombre;19;1;1;3;2;1;1;2;2;3;1;1;1;2;2;2;2;1;1;1;3;1;2;3;1
440;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Bachelor in Global Business;Mexico;Private;Mujer;20;4;4;4;2;2;1;4;4;4;2;4;2;3;2;3;2;1;1;3;2;2;1;1;1
441;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Ingeniería en Tecnologías Computacionales (ITC);Mexico;Private;Hombre;20;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;2;3;4;3;3;3;3;2
442;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Research for Challenguers;Mexico;Private;Hombre;19;2;1;2;3;4;4;3;2;3;2;2;2;3;3;3;3;3;2;3;4;4;3;3;3
443;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Investigation Skills;Mexico;Private;Mujer;18;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4
444;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Negocios Internacionales;Mexico;Private;Hombre;22;3;2;2;3;3;3;3;3;3;2;3;4;3;3;3;3;2;3;3;4;3;3;2;3
445;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;BGB;Mexico;Private;Hombre;19;4;4;3;4;4;4;4;4;4;4;4;4;3;4;3;4;1;1;4;4;4;4;4;4
446;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM; México.;Negocios;Mexico;Private;Hombre;19;3;2;3;3;2;3;2;3;2;3;3;3;2;2;2;2;2;2;3;2;3;2;3;2
447;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Testeo de plataformas educativas abiertas;Mexico;Private;Mujer;19;3;3;4;3;3;3;4;3;3;3;4;3;3;3;4;3;4;3;3;4;3;3;2;4
448;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio becario;Mexico;Private;Hombre;20;4;4;2;4;4;4;2;2;2;2;3;3;4;4;4;4;3;3;3;3;3;4;4;4
449;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;Servicio de becario;Mexico;Private;Mujer;19;3;3;2;3;3;2;2;2;2;2;3;3;3;3;3;2;2;2;2;3;3;3;3;3
450;Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM);Instituto Tecnológico y de Estudios Superiores de Monterrey;ITESM;;IQ;Mexico;Private;Mujer;19;2;1;3;4;4;3;3;3;4;1;3;4;3;3;3;2;1;1;4;3;1;3;2;2
